orthology	C10	M11	D10	C12	M13	D11	C13	M6	D2	C14	M7	D6	C15	M8	D8	C9	M9	D9
K00001	76.06969686	36.5803075	125.0932679	76.89153603	78.499933	93.72098516	63.98026186	36.69767602	77.43368984	30.13227065	46.75821902	56.40557437	19.77884661	122.6705299	62.79878561	13.18347443	25.58684821	80.66101083
K00002	40.0591194	30.23400975	46.25645033	21.91824983	26.57640573	27.46767251	34.34063774	19.07273726	86.48319312	24.39082371	57.91504012	45.72767311	31.06023566	39.35752678	74.96547458	50.47077359	37.99744411	39.24937565
K00003	401.2367574	385.1440099	389.5961136	419.3208265	239.8391877	356.6049413	639.05923	274.6782275	635.0829045	274.2676177	373.17461	540.7393267	136.7485093	316.3252147	650.6188957	292.2428608	364.4174585	319.3133911
K00004	5.007799869	11.85070596	0.697005604	1.528574231	3.306723206	4.578722609	2.251001487	18.86721252	24.38530106	6.229734895	5.94343457	22.46348838	1.662712592	2.362539405	11.71097905	10.54978894	7.580288078	3.073716837
K00005	19.236184	20.00688753	94.07171376	20.47025825	29.79819801	37.79653239	35.42360028	134.2806622	36.68370187	30.01009764	70.0643582	36.32368831	8.111675859	21.13321415	36.27201835	10.46961962	161.768948	31.3513261
K00006	0.880055399	0	0	0	0.383776243	0	0	0	0	0	0	0	0	0	0	0	0	0
K00007	0	0	0	0	0	0	0	0	0	0	0.781477876	0	0	0	0	0	0	0
K00008	218.6219496	241.1960431	290.6925564	228.4262144	176.6319491	290.9201635	504.3945351	155.6263583	439.5904333	457.8896257	311.3590608	315.281577	335.1054579	224.6125022	476.5655826	418.4532543	180.5633699	311.1440139
K00009	11.22360956	21.08514389	76.61261838	19.25781546	39.4923759	29.37334291	23.48723499	93.3084624	27.94785013	7.498190867	28.96320676	38.53334763	6.350175192	50.40058945	17.74039626	15.20512034	137.6337824	23.99352994
K00010	82.64298094	41.29979495	64.07928514	84.71934272	40.12548157	77.79834665	289.8137954	44.20502528	108.7432513	66.11183957	110.4444192	107.6059901	28.46866647	58.42252858	142.5346112	70.73522671	52.29230489	47.27975459
K00011	0	0	0	0	0	0	0	0.274895032	0	0	0.295325941	0	0	0	0	0	0	0
K00012	1584.202451	1524.886309	1580.792649	1495.326876	1300.502409	1581.741558	1460.892524	1270.374738	1150.910199	1298.532618	1279.837238	1021.179635	1310.487393	1446.761578	962.5277363	1197.890576	992.9781599	1155.617946
K00013	538.4997587	468.4785609	590.5934397	532.202481	540.8150109	568.0563211	636.3771629	518.0775312	688.9630246	651.7197001	661.3329588	578.0403865	641.9836169	546.1558313	747.2278394	683.4329725	541.4745383	572.0362329
K00014	329.4349058	345.5404701	516.3786894	276.3207996	687.8106009	501.349269	374.0871401	613.4471231	293.1798459	838.3513348	634.7846882	302.3792187	949.0253581	595.2292809	390.0417283	811.9435628	603.7487632	296.3637536
K00015	5.940286741	6.042690331	16.20556149	6.446703676	4.735980004	16.26856463	11.45463201	6.242668028	0.431250518	3.493878084	8.316766324	6.441736313	3.521411435	11.48603157	4.699942884	1.459011297	5.442935568	12.11831056
K00016	112.9803231	130.2458112	336.6420285	287.9464697	251.5945108	269.8224262	332.2370014	106.5764174	320.916632	155.8430602	209.9540284	252.564612	72.06439625	264.6109063	389.6162203	174.2708734	140.4781662	245.0248264
K00018	138.333507	99.28869677	195.1639491	159.6477087	121.3888063	163.6050357	387.6927141	158.0477707	200.3169164	129.0102644	189.8004257	231.4009642	68.8245833	158.4789966	226.9393922	130.7866694	164.1420963	149.9412664
K00019	14.02542223	9.076822913	13.63765485	27.3458177	15.72831225	6.257091496	28.95905144	6.140370613	36.10274298	12.49789611	16.82945021	31.00901523	6.015274695	9.780853466	25.07944793	21.03473054	10.3048296	17.14343194
K00020	8.074710433	3.571601939	8.090244952	13.35101489	5.66457184	13.33946703	28.6647654	19.22808917	15.18663889	15.58026296	27.73466449	22.57039856	5.187222374	7.429503596	16.63434569	5.814948231	17.00456129	5.989028074
K00021	0.319193194	0	2.752567797	0	0.170031806	0.904179436	0	1.652105465	0	0.253853211	0.454696206	0.403398314	0.248883743	0	0	0.495129392	3.570146462	0.305346405
K00023	2.810384561	0	0	0	1.56061205	1.009667037	0.901581878	0	0	2.958929597	0.361354099	1.572289608	0	2.400902855	2.06680318	0.387946119	0.264257124	0.953276583
K00024	1384.280279	1257.581965	901.9442353	1207.712007	1242.062284	1135.08786	750.9225733	1085.866351	488.8422812	1059.534038	998.3617937	879.3969067	1263.867398	1183.33966	433.8163545	1002.193404	809.8164782	1055.537334
K00026	0	0	0.350015839	0	0.571040554	0	0	0	0	0.299263902	0	0.385486749	0	0	0.724402661	0	0	0
K00027	497.4478183	596.7929885	553.0846751	693.8978074	339.5826101	426.0740937	981.4896398	383.6994293	993.4034595	408.8223321	520.3350399	838.7457171	192.0054178	399.8457644	1095.0806	476.5816532	586.0896947	683.4101769
K00029	557.9659787	465.422723	485.7089646	441.7718896	678.7921495	676.5901794	356.0802808	531.4547928	201.7512265	782.7074313	546.96871	323.2023725	948.6406662	626.2601221	246.0242643	685.5869142	368.0442042	569.0512084
K00030	56.43511653	87.81077	48.58062122	112.9482355	35.67311889	44.45662984	75.27277786	43.59902635	60.26849022	41.75271792	29.4119366	53.64645841	16.64086985	35.47006626	60.90315854	29.93568301	29.59152668	68.42646725
K00031	678.607788	649.1873941	698.3222947	689.979234	508.4932705	765.9821432	933.3665572	425.4483083	1128.132757	1080.88827	562.7455531	865.5855052	1037.41991	521.0511356	1117.358223	1035.191975	562.0839521	681.3420013
K00033	87.42498303	51.12511432	124.4009122	60.86366199	114.9137964	85.48462706	82.00616134	103.741285	76.64868978	28.91920735	105.42578	120.7735805	21.19686135	129.8349502	82.53739229	24.95568485	118.8986211	100.9761883
K00034	0.667706649	1.756222493	0.461323557	0	0.726381087	0.455488889	0.854707332	0.633875226	1.534439726	1.570258992	0.668369236	1.943877974	0.551788764	0.425765645	1.378565088	0.739848687	1.487952229	2.726814412
K00035	0	0	0	0	0	0	0	0	0	0	0	0.418027838	0	0	0	0	0	0
K00036	58.72605467	23.89691531	92.51061584	27.83593665	83.16261447	67.33068063	57.29237303	93.9489456	8.888052026	22.85326674	55.51829505	37.68825827	16.19462347	78.39147927	22.06846097	9.986895556	118.408124	69.37575144
K00038	1.373200813	1.815423232	0	0.692792537	2.300796412	0	0	0.633727478	1.093538787	0.389499964	0	1.568034379	0	0.897792364	1.505287026	0	0.786378055	0.482522715
K00039	0	0	0	0.701106047	0	0	0.443578284	0	0	0	0.71400087	0.529845985	0	0	0	0	0	0.969033221
K00040	134.5026084	146.4513831	302.9175342	238.1327267	195.7151989	324.7396327	297.4936764	236.6352543	288.3580421	529.0415257	130.269697	165.7597577	520.8950803	145.4164931	170.8604203	391.8070463	370.6450699	233.0980335
K00041	391.733933	466.3229666	456.3543725	402.7749371	714.3746684	557.775482	408.6440725	615.962287	384.5081948	800.1728141	685.6613206	388.0796558	921.5772859	654.0142908	497.933025	775.5585908	498.0872248	551.3182543
K00042	25.11601473	40.56485224	112.797813	26.23962849	45.03788081	34.5318947	85.02607131	164.03829	41.95590206	20.10369153	29.88377341	74.28277411	15.4029439	41.43463736	57.26335606	26.57592264	238.8394918	63.5131236
K00045	11.95640496	7.224972683	17.67247716	3.287872823	16.6604178	26.90261137	8.153178543	1.5889176	1.723842041	80.61438628	4.830796163	2.144844454	78.67534714	4.136016682	2.358326662	67.27344229	0.951989054	3.179741619
K00046	1190.210127	1283.947647	1004.339175	998.0886766	1119.956689	1167.920926	938.9866942	939.715417	1037.197005	1314.76282	1194.40906	1144.061578	1348.919378	1212.970121	1175.490816	1247.125419	781.4127332	1180.589131
K00048	675.7254896	626.7686519	408.5818571	625.9176478	415.0714802	418.8833725	540.8820277	345.5145448	737.5880228	344.7493126	440.9022798	642.20738	204.5328668	452.889113	731.1333932	448.7048534	424.0681779	566.0873391
K00052	984.6435472	859.2355313	924.9693653	862.5445492	1080.307097	1070.524899	1037.17119	838.7315955	1132.372569	1182.364241	1044.020625	995.5920925	1224.58265	1085.631266	1105.132605	1205.989239	766.4426104	1066.748786
K00053	1377.194162	1373.095271	1174.324944	1294.15343	1393.67461	1374.874613	1421.346436	1118.278718	1689.678487	1433.839564	1365.745741	1481.206806	1346.366756	1393.66539	1780.563428	1416.699475	994.2401327	1436.240872
K00054	1.242045045	1.452470734	31.56678174	11.74644249	30.22690906	27.59327365	2.910128204	1.790958028	6.562731617	3.929584821	5.348919814	8.04042687	1.047903178	32.87672019	7.857421803	2.484362861	2.215580213	20.58228847
K00055	4.005588005	0.414931688	20.80017167	1.902878196	17.68247099	15.40948982	0.905820378	0.228072252	2.99899248	1.948889823	2.682715398	8.369677891	3.1288242	6.318913278	6.150285233	7.574524111	0.535774059	26.37204614
K00057	585.852885	714.2057225	760.1820237	534.4426289	989.0498141	900.5359777	673.9618944	822.2362165	599.6638808	1094.048807	993.2682532	649.9429145	1271.357974	953.3978711	683.2256966	1074.452349	671.2514873	918.6091034
K00058	761.8945276	815.8366202	840.8259764	804.4086217	953.5808415	913.7529291	841.9831509	812.6717685	798.2531089	908.5927	944.4032128	791.3090719	1015.753659	914.5690083	872.193697	938.3961053	720.5724144	851.2785356
K00059	1954.757697	2101.496256	1734.687487	2082.115374	1622.642271	1699.142764	1783.488524	1458.701021	1727.056888	1573.9974	1650.294414	1815.083006	1438.90418	1751.404122	1561.551316	1493.863964	1260.760734	1854.229409
K00060	11.38375411	66.74701931	41.6794098	20.76998482	37.67735529	25.64583922	26.35240048	85.24927578	36.99753739	22.51295364	24.7688687	39.34785788	7.792420229	19.90525407	60.78420634	11.20882084	125.2772678	102.874089
K00063	0	0	0.350015839	0	0	0	0	0.253104572	0.419417424	0	0	0	0	0	0	0	0	0
K00064	0	0	19.35087565	0	0	0	0	66.95821191	0	0	0.529125645	0	0	0.344667427	0	0	114.1496399	1.395869282
K00065	87.37693196	138.4053654	104.5727166	44.75664964	66.88869522	61.51698956	191.4306012	109.4487534	131.5746306	74.18599815	156.5656346	208.745414	29.15117272	77.55057233	126.949485	72.31823039	167.5627872	54.52244958
K00066	36.10864255	6.26564968	58.3624663	3.06159846	69.5422662	84.40468605	15.25405671	18.67005429	11.12952755	36.76437436	1.55271805	8.71469389	103.1965467	17.95280814	7.409310618	66.88767087	8.516233956	8.448361682
K00067	569.8194251	505.7341597	686.6799103	533.4329774	888.0775501	739.7680517	582.7437525	850.6700106	416.8279099	805.0706022	895.272147	415.2690196	934.4851218	903.9969147	476.3880432	806.2459913	598.2064751	804.9424738
K00068	36.93292004	32.64672667	83.75517182	14.39869201	55.89695147	21.7195333	85.8840797	136.1152714	60.44008389	26.01127969	49.6197485	99.98344815	21.16329618	31.96427174	70.62942049	41.77328821	206.9346194	25.52598996
K00073	7.883584802	2.16382714	35.14767572	6.524619725	18.45412333	14.5451567	33.58884435	66.5975467	14.93717987	2.042650693	11.94362419	22.4681938	7.327275952	6.618562673	10.78627852	7.090219517	107.4506287	5.025129416
K00074	381.6869555	370.6001999	258.2714304	300.7072624	256.9556865	189.9375096	551.1710893	121.4311681	877.7606721	213.4186721	328.9586364	563.0857699	123.6610833	315.9554223	786.9343096	377.2810872	250.9968532	331.350279
K00075	194.5997443	205.2150978	299.2322971	173.3587141	249.2492939	306.5230944	272.3955844	260.4033982	252.2506749	360.2576083	269.7242102	242.9221832	344.989743	278.42658	254.0384786	299.5959073	292.4073349	255.6876076
K00076	177.2758972	114.0713106	73.95658471	75.74838881	62.39627542	50.97243168	42.63709187	86.89770027	105.0231466	28.53061062	27.50674724	49.6851105	21.4304999	51.47304485	70.52158122	26.01966303	98.67647812	56.65453744
K00077	94.74102863	31.73788612	112.8406327	43.13743004	95.5296522	110.1846843	79.25271743	126.3986683	30.42506617	18.20413074	89.34787938	63.75640568	15.08562499	64.06929249	40.16714381	22.10982823	133.1200206	82.75023054
K00082	1.53810996	0	0	1.515858954	0	1.013891585	0	0	0	0	0	0	0	1.486107879	0	0	0	0.490598409
K00086	0.87396927	0.764734858	6.59855213	2.169317323	15.54651891	8.409217589	0.561491499	13.79989178	2.826112471	0.517725396	6.467351145	4.559312224	0.720817727	12.05327989	3.530849718	0.497055965	3.546289852	15.99899315
K00087	86.42600251	71.59734272	97.69319557	55.32771281	75.11308263	39.13951602	82.339615	78.69339665	207.5283088	48.91992915	145.8799686	234.402384	26.80186025	77.37409804	259.8634742	81.7418285	151.717955	70.45095844
K00088	1853.142238	1906.744088	1662.201351	2021.507676	1758.818978	1742.763528	1814.14389	1424.871662	1985.090425	1705.904024	1757.773482	1936.015368	1629.767119	1777.707246	1933.113304	1749.492335	1322.100332	1918.386294
K00090	3.718584406	1.864631289	31.95489709	2.701565565	15.21004747	2.616504663	0	63.53225696	0.424595417	0.314966021	6.586389206	16.69014851	2.205149593	0	2.318413557	0.27662245	98.28949492	0.339863825
K00091	1.431552288	2.246212787	1.080461782	2.600541719	2.251946877	0.721190741	2.315432663	1.232644488	4.918255489	2.427935397	3.970083596	1.913686789	2.958321077	1.726647997	6.729734111	2.836105678	3.092785277	2.43966471
K00094	2.987311829	2.619106377	21.22755017	5.06579514	19.17772033	0.700347078	0	63.10350522	0	0.294939279	3.853747472	6.325993532	1.234348276	0	0.72649631	0	83.98335804	0
K00096	32.31595727	61.12193179	66.8866714	28.17726666	11.1028396	70.50708334	80.69650256	56.85970065	78.37474233	15.9501601	40.41954534	34.53242993	12.52142099	30.90034835	39.59069845	26.6309594	70.3508825	73.08357216
K00097	274.0505297	295.5699659	224.4419606	202.4944678	300.9661289	259.6302921	178.1211262	317.5153016	94.38015925	219.8031528	294.9779214	177.9109542	302.5283672	299.2488119	115.5434036	242.6963698	291.435964	250.9752155
K00098	0	3.982562543	18.60492353	0	0.5527273	0	0	65.34689189	1.193979964	0	0	0	0	0.336651905	0.732850505	0	87.18173809	1.025536615
K00099	606.7898126	746.6646099	672.5948955	570.5504438	858.7325362	813.8434711	689.991263	813.356722	641.511725	964.0955403	942.5804589	666.4489211	1136.063857	862.1401048	686.7643931	972.4078128	649.9853501	778.493286
K00100	3.105886699	1.53242073	9.316931242	3.601493835	1.965971359	4.990137079	14.27816526	4.72724231	8.516056748	6.755542891	14.24611076	2.313554621	1.461118521	9.001822498	15.23239245	2.947806048	6.899068522	4.48547898
K00101	6.204160102	1.742812174	33.06870745	4.910514474	18.31157629	2.145764541	1.604524747	81.38337432	1.07475715	0	8.160370385	13.24528556	3.261284901	1.50994652	2.588240264	0.454428256	133.6248621	0.914842928
K00102	0.360393965	0	0	0	0.393330838	0	0	0	0	0	0.371937692	1.353720477	0	0.242276685	0	0.399308558	0.142247817	0.50868989
K00104	86.89608641	73.96951003	117.1984171	36.4764842	65.70995707	48.45964707	83.15831258	121.1615194	154.9275222	68.22437398	66.76175375	122.8136656	19.65287398	39.08071394	137.4602195	59.84741306	158.9150574	57.78115584
K00105	0	0.650102237	0.790840384	1.724991825	0.31130618	0.199276389	0.181496843	0	0	0.606543148	0.146446636	0	0	0	0	0.367056713	0	0
K00106	0.353491755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00108	3.105062227	1.089048727	27.50981179	0.309129651	13.89716308	1.960832513	0.399620076	66.75640383	0.742278319	0.190389908	5.786172749	11.11154952	1.280229327	0	0.904200443	0.688316461	114.9322147	0.419511252
K00111	232.0507046	148.1509349	222.5144635	216.9656786	132.0721313	199.1476185	201.2265078	280.311969	283.8647614	90.56081776	208.8586849	278.2917488	80.57207685	216.9699612	245.2369167	166.1448175	360.8056877	137.8027537
K00112	11.92578162	6.838491948	25.56684227	17.64542059	14.48194723	4.039709478	4.998228488	57.66573788	2.298482614	3.623706029	4.865405864	22.15924983	3.392453597	2.198129823	5.61499731	1.574756364	92.30592775	6.45025524
K00113	91.14445906	39.01521447	60.4737426	74.00424214	34.47005793	59.52896223	36.751384	88.53889414	30.42219342	13.70455782	21.92212405	59.75714613	16.49815304	49.46265864	16.50794455	16.63899776	119.940491	35.34827487
K00114	0	0	0	0	0	0	0	0	0	0.169798653	0	0	0	0	0	0	0	0.198397664
K00116	3.407282468	10.41928581	25.78673119	7.085038801	11.14554345	4.328819299	1.377929593	53.19384843	7.836312499	5.147430933	4.948450373	12.64843349	1.095347691	0.675490277	10.4818348	3.045687849	81.26299996	2.341859631
K00117	18.80384617	6.367511003	92.9234019	11.17139213	39.26680524	3.072310624	0.693958517	150.3581174	0.690867935	1.42123679	7.645740261	30.04236	3.066211477	0.25850057	1.494932007	0.213023985	227.5162759	1.904066926
K00118	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53491111	0	0	0	0
K00121	0	4.455719242	41.37195785	2.838714961	22.22469814	1.488340942	1.459428207	66.96489077	6.576534967	3.012385808	6.443138524	17.51996008	4.983673418	2.756680279	1.345185565	12.07115826	110.169262	4.295109756
K00123	76.13115161	33.50167421	78.9834154	38.50964329	42.89376105	23.83496734	73.1618123	114.9418256	134.077898	35.25622229	32.82729996	67.59483725	7.569460651	13.49013766	95.91546822	16.23519076	198.4578641	20.44889351
K00124	64.31019543	32.02875367	49.05902606	26.44302663	28.3339348	3.571581867	28.14956121	80.15813092	118.6864958	17.32339746	12.05437269	43.81365655	3.670556067	2.859026722	85.90570004	9.557028302	117.3826547	17.02676656
K00125	0	0	0	0	0	0.982378739	0	0	0	0	0	0	0	0	0	0	0	0
K00127	37.10201056	19.66285435	44.36186424	14.47704483	26.12244647	8.663509489	17.41586964	97.51962928	48.23081783	12.65445531	11.07650225	26.06770831	6.865445073	3.77904715	28.81187388	9.849314639	121.7391629	9.03048788
K00128	54.00274612	52.32042096	43.87789503	59.89146198	25.92783946	65.92399888	97.75709757	41.65717267	75.70187659	35.8656911	57.91656341	107.8526623	23.00128235	53.39482331	85.98474773	40.16308263	61.36817412	67.26040977
K00129	0	0	0	0	0	0	0	0	0	0	0	1.029525029	0	0	0	0	0	0
K00130	3.152707777	1.849409809	25.04407635	0.706785985	17.02286784	5.170027835	10.79157325	76.32484153	4.741503128	4.139519988	5.075564362	11.55413514	8.07901022	1.888051139	2.811593351	17.02403313	110.2195657	0.954255233
K00131	0.362670138	2.861721155	40.0331844	2.928396774	2.367594145	7.553119647	2.094426695	3.250290544	1.724577491	1.69666773	8.498309122	0.271058051	1.473117622	9.805435721	11.22576989	2.758165309	0.669904347	11.83555389
K00132	0.973883849	1.515094145	4.152515289	1.942579233	1.04954936	2.330018406	5.455887469	3.903319397	2.626504389	1.543925462	4.785480369	7.289871726	0.258839093	1.351289216	6.322639596	2.067463623	4.105572408	1.331125678
K00133	1432.87402	1568.176188	1219.61508	1391.800116	1317.592259	1415.627445	1389.833256	1147.306212	1606.748741	1443.095942	1373.386767	1519.33607	1538.604209	1357.318307	1580.288531	1494.859608	1041.278552	1515.925251
K00134	2200.696208	2483.955055	1991.125118	2611.334136	1965.158147	1895.94173	2075.411035	1788.458883	2053.614768	1710.210827	1881.293897	2176.794834	1669.944567	1979.234155	1982.436015	1769.696582	1607.854057	2241.771028
K00135	3.92064777	1.897247142	64.59463153	6.379210572	45.78065174	21.67831912	1.43138313	71.74944913	2.553117609	5.202059611	13.97985034	15.1691748	2.06749068	35.43286955	11.32167426	0.840415763	117.8849833	28.7373372
K00137	1.453741059	0	17.78139535	0.739563341	8.799325324	0.255611908	0	45.01203166	0	0	2.625140028	9.507046622	0.600681439	0	1.060623305	0	78.4140814	0.49473848
K00138	4.729738563	4.708190606	30.28678174	3.765706309	18.04144419	0.475615158	0.871068114	73.577605	0.522506474	1.407790371	5.408376031	14.26069049	0.280791915	0	1.475768539	0.553291298	116.4592546	1.589053571
K00140	9.862547922	21.73695498	11.68875307	24.32986173	9.720043962	13.17223043	14.71874848	5.905643841	35.12464069	13.70123203	19.49904551	37.19645305	5.063817739	8.934964733	30.44627455	12.23665309	10.67446012	8.061449448
K00141	0	0	0	0	0	0	0	0	0	0	0.186358718	0	0	0	0	0	0	0
K00143	0.124112619	0.108814938	0	0.129355359	0	0.0871655	0	0.064355271	0.101526875	0.079107745	0	0	0	0	0	0.073980423	0	0
K00145	686.7006276	653.7871134	695.9556068	591.1261534	880.4510067	836.1393819	802.1385729	840.531659	805.1480648	1011.5264	913.0723016	583.9311043	1144.667031	865.7129434	844.8257865	1084.868584	689.4972188	688.9915761
K00146	1.035681255	0.60535124	12.51006756	0	10.98871113	1.214028501	0	0	0.265065347	0	6.405504395	5.418445008	0.285293589	0	0.755614398	0.191251995	0	0.469951983
K00147	492.6349647	530.4815988	593.1281863	629.8365847	544.6018162	540.0642598	601.166739	532.7087633	611.0338589	569.7707499	605.2754385	588.5304919	552.8251896	496.5693349	702.921651	573.7470339	573.3077575	572.5763176
K00148	0	0	0	0	0	0	0	0	0	0	0	0	0	0.580492508	0	0	0	0
K00150	9.084600301	14.594589	9.915297847	15.9930856	5.537101853	13.54936189	13.32329566	10.74626029	23.34966129	8.38262658	28.61872399	56.89221099	7.102343055	7.467789299	43.76789843	21.82510372	22.11998465	11.00251205
K00151	1.457292917	0.322724646	19.78395825	0	14.37494524	0.517777968	0	67.44717275	0.293950673	0	4.147597741	11.65475376	0	0	1.331769936	0	127.6973573	0.25054064
K00153	0	0	0	0	0	0	0	0	0	0	0	0.352746779	0	0	0	0	0	0
K00154	0	0	0.252952623	0	0	0	0	0.172954791	0	0.212602064	0	2.414110767	0	0	0.523682757	0	0	0.244277124
K00156	8.036000895	4.874614465	35.26406521	6.823261763	11.79446873	8.24538861	3.952349964	72.20320188	1.190894838	2.308240475	17.78443407	19.78720012	0.989517059	3.310917037	2.372432476	1.483441638	124.0463016	4.668658784
K00158	0.291486151	0.762006134	33.47903813	4.771242401	29.48414735	16.63931412	0.369341042	0	0.465546244	4.13766805	3.797839428	8.812100227	0.237269169	37.06204012	8.894666236	0.640556647	0.114853803	19.87182454
K00161	6.585690306	4.453426892	28.39163973	25.76718628	22.26689785	20.20944748	3.559237158	2.050810414	17.92176983	2.116339631	7.071389038	8.993316751	2.084512852	18.77297202	6.706177195	6.4275247	2.194065321	14.86783229
K00162	7.799862873	8.765255511	34.41958189	31.76414127	41.21903012	32.36568264	6.726776352	1.271823644	42.99943066	6.271426824	11.90973092	18.27037654	4.630977522	25.57751215	19.15736579	6.087913288	3.0009672	28.08760247
K00163	4.826075898	8.469347824	36.88518641	5.424786478	23.32719213	1.088777411	1.24673145	93.69917606	1.853543905	1.357274287	10.03561337	19.09117862	1.123665374	1.234531188	2.540097352	0.635754307	163.4607023	0.923706687
K00164	4.538697116	8.526962911	52.88530377	4.597275103	18.80615539	3.057312583	2.943837973	60.31076065	1.141178479	1.363813599	6.012103194	13.57624779	1.520048864	1.342646631	2.960888487	1.564181094	94.4329331	1.183472546
K00166	0	0	0	0.406674041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00169	201.6443399	166.1030609	154.7007142	248.4239591	82.26747935	124.3563697	289.9488991	143.3192778	448.5637823	127.0796745	142.3624703	179.2915851	59.8247975	136.862824	304.7971334	165.6790531	183.3080233	165.4795641
K00170	198.9288894	239.0940696	115.4748386	298.2680283	74.28577428	129.3686355	348.9737321	133.2121176	518.6655143	138.6839558	131.515645	215.9639936	58.07937345	98.69082988	308.0347227	152.7730665	158.1560226	205.2948557
K00171	108.5809673	102.4527925	64.52392417	90.90603713	35.97368476	66.20054884	170.4717301	38.82579693	258.7720742	48.74555007	64.63845211	93.58639282	16.59586036	45.77788735	172.7068169	106.2345278	71.23509653	93.78782777
K00172	191.0265142	206.3116363	101.561598	258.951119	77.76041376	100.4363664	297.5738919	112.1107012	439.1675902	123.2139254	134.6631314	192.9428992	58.35262242	118.1996094	316.1467589	156.271448	135.0646145	197.5282308
K00174	1684.247904	1750.546836	1290.363771	1428.282383	1721.423535	1409.262836	1073.893781	1365.798358	841.6051486	1313.836674	1635.730332	1362.886632	1558.161994	1653.525603	961.8246404	1292.718974	906.4899588	1611.42923
K00175	1758.431287	1833.430353	1369.357544	1594.70343	1815.827562	1503.293983	1275.820525	1501.972944	882.7645726	1505.019947	1736.961739	1404.036402	1742.478037	1751.130058	1140.192611	1536.698763	983.8503181	1724.549332
K00176	435.5008018	461.2413597	368.453162	436.7951942	411.2434679	499.0696542	431.7664915	310.7397661	270.9570028	485.2859299	321.3967006	413.3771177	429.8097983	394.499911	291.5717056	404.0677782	256.4907771	353.7040999
K00177	899.8258539	895.5652201	679.1245628	695.8491061	1003.520039	910.2654154	594.299414	729.5132295	472.4314209	1147.919216	880.9686473	597.813054	1447.413675	940.1564089	496.0756621	1093.038069	458.8234266	795.601087
K00179	429.546012	447.8659144	395.3048594	479.2072045	545.9858725	302.5026109	652.5404665	572.43448	555.5816233	258.7942559	648.187483	648.8499855	363.785576	586.8808052	547.6962255	463.8397839	464.4617462	479.5793817
K00180	376.4687829	443.4488024	362.271113	466.4399734	498.3987918	276.9121691	600.5267214	483.4404071	449.1064379	219.9306727	558.6092879	588.6152091	323.7930302	464.3721767	456.9564482	385.2925459	407.3690484	410.9517525
K00183	1.192006402	0.166155263	0.963121919	0.578470336	0.417129733	0.417839735	1.219962277	0.103256592	1.627474857	0.59159932	0.221127135	2.949478724	0.313226625	1.521845172	1.079718221	0	0.909196878	0.679194047
K00184	18.76888468	13.53285178	10.04506252	15.46013341	13.07447494	8.922541901	23.8287687	7.818762997	44.00722262	19.30993983	11.04150298	45.38181105	5.8188491	10.63934567	28.58790415	14.77080001	19.75861741	7.894343568
K00185	9.625476444	11.72971546	5.29496919	12.50047237	8.215251728	5.51708916	18.64854891	5.213879088	41.11851853	12.59490916	9.858480943	34.27843715	5.626170602	5.39395618	28.73793151	11.97963942	13.07638757	6.91558766
K00186	0	0	0	0	0	0	0.3132615	0	0	0	0	0	0	0	0	0	0	0
K00187	0	0	0	0	0	0	0	0	0	0	0.305474599	0	0	0	0.263488179	0	0	0
K00188	0	0	5.733592785	0	0	0	0	1.581300946	0	0	0	1.192153465	0	0	1.196989158	0	0	0
K00194	14.33280548	17.86495766	44.26324789	25.77760732	19.40592231	58.50449551	61.06040388	38.49984344	36.56033118	33.9411981	30.43221692	46.99687264	16.84188913	24.07242013	39.01830959	20.13836638	45.1195981	20.65058472
K00196	19.69983729	30.51552934	50.89724636	25.30536659	26.5763256	44.80465296	75.42081117	38.28728762	51.53384154	36.55418455	66.55713308	92.65600569	14.2714309	25.08409245	63.0853279	34.40731294	28.63003251	38.54863524
K00197	40.19918084	27.66274782	86.86626745	69.01280539	24.13840797	96.23725941	104.6389058	42.13534586	51.54054996	62.23412836	36.62538804	73.00818728	18.41574387	26.67189623	68.43485046	31.74176294	69.7680905	55.1358789
K00198	81.14315591	68.25352691	194.0869284	260.6419647	76.33017525	165.2869995	267.583644	125.956508	108.6530075	168.2700195	151.6924316	258.7477464	66.71346677	98.38822448	147.0600376	102.3483518	205.3151927	235.6045214
K00200	0	0	0.631872218	0.305892691	0	1.69307521	0	1.883486728	0	0.356191939	0.310272629	0	0	0	0	0	2.72281686	0
K00201	0.38538773	0	0.808090258	0.784234952	0	3.252618642	0	2.785848981	0	1.141487591	0	0	0	0	0	0	5.09005333	0
K00203	0	0	0	0	0	0.807733629	0	1.106910662	0	0	0	0	0	0	0	0	2.166908418	0
K00205	0.493605488	0	0	1.006141628	0	0	0	0.739859133	0.401075554	0.30014409	0	0.375371937	0	0	0	0	0	0.342845087
K00208	407.7142722	516.6789415	511.8058864	258.2374224	339.4826088	748.8439724	297.3109232	384.7637743	226.1345973	858.1499452	259.7267273	227.8400772	964.4598513	385.2518522	277.863372	649.1026397	316.9459028	750.4590548
K00209	13.94230095	9.204650839	70.22376325	1.331231122	10.05583408	44.34841155	31.48669756	27.40227102	21.00937886	12.9339225	18.58149276	7.109637892	2.541387394	12.36984718	19.12915525	11.16520767	24.29160529	9.506339996
