orthology	C10	M11	D10	C12	M13	D11	C13	M6	D2	C14	M7	D6	C15	M8	D8	C9	M9	D9
map00232	0.023566117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
map00240	213.549218709106	225.342780302617	210.169287353089	218.611750822944	214.67710814375	216.024618266755	206.299041093033	199.287037158417	209.774522557872	206.415797273095	209.267224488461	209.836585235411	208.313133369761	215.228836467317	208.145980907233	208.652215232189	185.255865286606	220.475757208094
map00250	386.100322293426	383.865553320706	355.380201851971	386.141081475588	402.116880928588	396.777739904941	373.892707261515	357.035120089559	362.698986698294	404.692014957971	398.47004620678	367.297050640132	434.11136259175	408.873360877382	371.611424719103	418.154731532338	315.488799005853	411.048208864882
map00253	0	0.0686939665294118	0.054762939	0.158013533352941	0.0287424899411765	0.238793295529412	0.0322336974117647	0.163620056882353	0.500553966588235	0	0.0261072707058824	0.0291295417058824	0	0	0	0	0.246388919529412	0.355527652235294
map00254	0.00581202146153846	0.0104245027692308	0	0	0.0390399986153846	0	0.00382013061538462	0	0	0	0	0.004343879	0	0	0	0	0	0.0120922878461538
map00260	179.506353601333	185.113718315385	170.851529259021	172.335090091813	185.326930198875	174.431522699094	175.59735937126	177.389409781146	177.860070902198	167.721729721323	194.377408150896	181.061190675729	176.161913612865	187.51287581675	181.231056040219	180.704105129063	164.541640883	185.135456045677
map00261	150.907894309357	156.957717915607	156.03754447875	137.308521982143	168.778854990036	176.917720708714	169.512519464821	164.167817455607	173.288022695714	191.371938486964	183.299575508714	155.080770482357	203.421125516857	177.630581094143	170.550931227643	194.484177134786	147.2270722515	172.478908740643
map00270	178.427719565902	179.662279696118	171.527123664431	175.806138856118	178.77385637702	184.071003700765	183.761058086804	166.134878931804	194.908763744323	187.915818400186	184.375985575059	184.180038683078	185.222446806892	180.831546692814	203.276001158951	190.380000242951	158.237136336941	181.720687456235
map00280	87.1777743129275	85.7461079384348	66.8513392624348	78.2222933236957	75.6196924686812	63.2219125894058	69.9273274299565	70.732920424145	77.1717251387971	50.0239080608551	77.4459149709275	82.2400894275072	53.9716705176812	78.7908929240435	69.955692679942	58.6684529415217	66.5986077272609	74.4285704677681
map00281	1.67715718213333	1.54019145606667	10.5285499068	1.74191083453333	5.1683673228	1.13776978853333	1.49585030426667	18.4667582844	2.22657689713333	0.408106115733333	2.87509518593333	10.7073674590667	0.684200095866667	1.35121108713333	2.5012489238	0.5611702574	29.8188010914	0.989205877333333
map00290	558.993765104579	543.147034820895	524.336708395263	524.688259850737	552.14630163	566.325724094632	617.437381664368	496.742813435263	706.303778414474	613.350623096421	577.403001676842	609.204984033684	595.789451242737	571.242659931	700.974168701895	639.809744470947	490.646608063158	569.950324659842
map00300	227.831445994956	236.729902663822	237.649465055111	214.619875696511	266.274089768533	273.701082298267	243.7951564408	235.839744969822	241.008618947889	297.608085016578	275.743054675289	224.478112182333	323.700080127156	269.498877327689	246.7262234096	301.776198854778	204.214114953889	260.948257865978
map00310	27.166523402039	25.671465824039	26.6144089711688	24.122215146013	24.7726126621429	22.8682249894026	28.0722195672208	29.1553106677533	29.5829633116753	22.2591952007013	25.0099029483117	30.9995562754026	24.1040307158052	25.527560812987	26.967225326013	23.8265521322597	33.5100167561948	27.6629662868052
map00311	15.8741096123333	23.7482691346	20.2996377242667	11.6277717757333	21.3159002798667	36.3806695408667	10.1207816312	12.0519135454	5.98478722053333	12.4793683849333	7.69120073533333	10.1121453130667	17.6898929125333	14.454540125	12.7419251542667	11.4099097434	5.0098639206	24.9010975469333
map00330	53.5576605321923	54.4352944274519	58.0998077334231	51.7310259385769	62.0556078023269	59.8047825089135	47.6122172511923	66.6799713238461	39.9850524684808	62.2294421984135	60.8697692975673	47.3457477333173	69.6122109697692	59.1520953973462	44.6288234538846	60.7186733885865	62.7330222211635	57.1578339653269
map00332	46.0849963052632	46.4231359315789	56.3018090894737	54.7374715789474	56.0125701526316	52.6042885105263	53.9524681368421	57.3486406736842	54.8338358157895	57.5819607842105	62.6861175368421	53.8495521210526	61.0831794473684	52.1387245421053	61.3089508842105	60.3816352210526	55.3198883368421	52.3327473684211
map00333	171.79084861	186.759883375	161.947586415	166.1250543	149.93882929	175.30713122	140.6114655397	138.180070575	123.33229754	175.28122236	141.56041775	141.111423715	178.589519415	158.33651691	116.57097941	153.605325475	111.04980602	174.48790126
map00340	131.088148687196	115.957975716826	120.916177492674	129.305139953543	124.246698185935	134.927400445196	144.511487882652	114.328211998043	139.538412311043	132.98605325637	136.321532574326	136.738266485348	134.351285015696	123.890910052304	149.462373385804	134.734107733326	109.015680867609	122.07042199187
map00350	30.3593219147733	32.1160853098133	37.4025111966267	31.0174929934933	38.5254060920133	36.7991432305333	28.3353983999067	41.3884619609333	22.9819867448533	36.1008191614133	34.6231075815333	26.5548492653067	38.50794399348	36.3228835364533	26.0703686602933	34.1621823552933	43.1057435237467	34.1325594013867
map00360	38.7573276780128	38.9543673643333	42.5278575555513	36.0723909049872	51.2020138025897	40.0339084433333	45.6892592085	51.4630866282436	42.6676507138718	40.9985180469487	51.897342167718	42.2586862025	46.6571012683974	48.6860029525256	42.079857728141	46.9741004793846	51.9135208687949	41.5185261602308
map00361	0.585421652435897	0.501020597051282	2.86034143976923	0.666462847769231	1.27021672210256	0.472709392641026	0.503619350717949	4.89250681453846	0.324160640179487	0.107476946846154	0.965257656153846	1.13304823007692	0.167806152461538	0.251896218820513	0.579248843641026	0.22943941151282	7.62231691415385	0.558248904897436
map00362	32.6300524577573	31.0765894877087	26.3841726830485	39.3103624874175	23.4049823385534	20.9640872679029	30.4108151839418	23.5991393238544	42.3657873495243	16.4365490242718	22.0334809354369	33.5749848554854	10.9754001536505	24.836246495534	35.0827804668155	20.6922455851553	27.0462214134757	26.7355993125534
map00364	0.966399835555556	0.403137916388889	5.10360712716667	0.967279078333333	2.46587401611111	0.536045311888889	0.273004167277778	10.2897124055556	0.173379559777778	0.180150924444444	0.975906000388889	2.09762617772222	0.2951040465	0.176743955777778	0.584373543333333	0.220774662	16.2405273592222	0.321340990611111
map00365	0.021278201	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034377423875	0	0.017780977125	0
map00380	14.8434415947361	13.3244930823194	11.7995256300694	13.3562587669722	14.2726432624583	7.40705484547222	13.9466673943472	17.0161562528056	18.8147301075278	6.28479243672222	14.6318116280833	19.928745782625	6.98500315404167	13.7913565192083	17.2888733972361	10.2606673873194	20.4509008511806	11.5278058804028
map00400	130.724770009486	131.625557373806	145.378540066542	121.173134280944	168.660254710861	162.843808805722	136.593543122333	149.666356911306	133.771670872542	192.609167579819	175.622364539014	123.655230854069	206.581412929569	159.807585320208	144.735935234347	190.679836632903	129.464083469083	143.684241954014
map00401	70.3239012081667	74.3276975090667	72.4836426649667	60.7284321605	86.690868722	92.9258001476	65.7714167206667	77.5489263022667	50.3113163066333	99.8317966137667	86.1280818731	54.9408963881667	113.8938906072	89.5868498041667	52.3009131955333	94.8836471908333	61.5545714437667	79.8632783317334
map00404	0	0	0	0.00980074435294118	0	0	0	0	0	0	0	0.00173787994117647	0	0.00156315976470588	0.00155842502941176	0	0.000877456647058823	0
map00405	36.0220705605	36.4204345140625	48.9194583453125	29.014936592125	66.778990725	57.8114658346875	40.0767321174375	52.1117662625	40.5101747155625	78.5046014039375	70.5235091691875	30.3445405166875	90.13856601875	52.9451691144375	49.8125735715	78.0602208095625	36.6673888831875	39.9020116144375
map00410	45.0687494796046	44.8839681630465	49.9651698960233	42.5051017284651	48.6443157475349	47.8225300158837	40.3549575772326	56.5652339607674	32.282497547	50.7363946429767	41.4174286564651	34.994107598907	51.9846502355581	43.5309713507674	36.5867934484419	46.0112029994419	61.2538384735349	37.9541603736744
map00430	113.997914210375	109.019798967333	109.592090243875	112.055156953542	133.059362587792	116.542196379583	105.096744066375	114.512597433917	107.919788286958	128.530233187917	129.34762492425	111.963676723	137.754603059292	124.484607249875	110.038866204375	133.160955399167	105.810569416958	115.406151947083
map00440	14.1364750682619	11.6977704178095	17.1325763921429	9.467577538	10.2672947010714	12.9733627043333	14.848838163619	24.8399490130952	16.3980857541905	10.5541802957381	13.3035494806667	17.2812700621429	7.54692114190476	12.2236712246905	13.9922665215714	9.7033187227619	35.7742871520238	15.0057505035952
map00450	143.686595398552	146.544614463862	152.868676816345	133.680599449862	151.565221599138	155.152157230241	149.214858203517	168.863988850138	150.301171460483	159.193326590414	167.869124327207	148.104805074379	164.753157358759	160.186752793483	152.20222989069	162.379127737552	175.053413221517	165.913614020207
map00460	140.819301054229	139.655842537743	124.763981615429	129.638466442686	142.5429900646	151.925719777171	136.1012235532	124.756825122514	126.175200741257	155.700146201714	143.454214983114	133.382271325771	165.4286800678	138.960098896143	126.287758656743	150.2632655954	113.411750385971	146.863923407429
map00471	300.887658135	333.073669832429	344.578971258571	275.147134389	395.345505975571	393.039509605714	288.992868764286	359.563644568714	243.48453885	393.817918634286	408.224648684286	285.360657311429	471.825799234286	377.888310824571	251.984537574286	405.662990582857	303.444618501429	337.191055139143
map00472	6.441480623	11.254445937875	5.420025376	9.3219458425	3.202611692	5.565281265875	12.39340628925	4.847467084125	10.9040188085	3.695204419	10.833961146	13.88724544425	2.662814987125	5.900733029	9.64139464975	4.0635702225	6.25375679525	7.766219462625
map00473	187.8200598492	199.0332890538	290.037984826	161.3927835842	334.4994136386	334.52113828	168.9633174212	302.1806833802	148.9148955294	366.2353315636	305.438108164	178.9336438222	438.3271547488	311.0439566338	171.5549288466	342.903235394	251.806232607	240.9624821944
map00480	38.3544071236304	37.7869836151739	57.9720487468043	32.0520589642391	60.6312261762174	53.7260994971957	38.6839819226739	70.8486549921739	39.4627925465435	60.3190042322609	53.0258132413043	39.601747840913	68.6824840284565	53.5129027431304	43.6485591704565	59.131643893587	74.1956487272609	46.0659029253478
map00500	138.151506245613	140.855082241892	150.84414255182	141.280976799315	147.508856758964	154.58654606309	156.246883380829	142.276730999225	148.38572769827	164.409642493541	151.64571605545	138.526138212694	162.869057483036	151.563427265396	148.026388885261	160.782406868162	135.612426454126	140.572519313838
map00510	16.3940348736977	15.6964814486279	13.1189118895814	12.572652580093	22.1490762724419	19.4921911199767	11.2155658914884	14.3008349520233	6.26465284341861	22.082694817814	19.6593580405349	10.7517981626279	27.053965367814	20.1370991085349	7.36555590186047	21.3897261557674	9.24048166127907	15.8931513059302
map00511	224.672412378158	128.703094933474	151.405329538474	138.141546618632	175.328062825474	180.211385400789	182.931916116	186.201185015684	103.134941597895	158.542881311579	198.882014572	140.559208861789	178.879317257526	205.825242201263	115.637846346737	153.534124571263	146.916715987053	168.868660364316
map00513	8.96264998313725	2.89402418070588	5.86307785921569	2.96087887737255	4.10963198733333	6.71928233158823	7.53006696968627	6.22839075464706	2.4578450562549	2.31375604133333	5.70990023784314	4.82062396882353	2.13098193756863	6.85529154641177	3.02746137223529	1.73265452376471	5.31972794029412	6.03368687890196
map00514	0.397310197923077	0.556556568461538	0.294646575653846	0.260031906384615	0.592044022038462	0.196571174384615	0.685257880961539	0.0813736490384615	1.3222958015	0.334435441769231	0.890541176730769	1.16897310038462	0.153294394230769	0.2653535995	1.11625259	0.314437932346154	0.325482870846154	0.295447102769231
map00515	0.451794156904762	0.719545245857143	0.350608460904762	0.321944265047619	0.752214451238095	0.243373834952381	0.880213569333333	0.100748327380952	1.62230709285714	0.414062927904762	1.08832224761905	1.44730002904762	0.18979305952381	0.328533027952381	1.38202701619048	0.389304106714286	0.402978792476191	0.365791651047619
map00520	174.770428770766	171.367530576714	167.30348312689	182.677503709617	168.51595190761	171.594408550273	174.844934652844	157.080737595565	172.439622645526	173.128765865123	169.261211982059	159.535165483162	173.888268419942	179.709636892175	157.738228565084	173.146575024221	141.658520523968	165.491209445831
map00521	500.666763704944	502.8640915805	429.391588055722	473.408205581889	555.242066664222	513.0843855095	454.829823704111	478.345548485333	405.082841432778	703.274103476222	514.869980918333	397.644496830611	749.910507699556	544.281748642333	412.637316398222	636.129410264222	357.504022012278	521.784627312722
map00522	0	0	0	0.00199499775	0	0	0	0	0	0	0	0	0	0	0	0	0	0
map00523	103.247929025193	104.057540164158	85.5146889334035	94.7676583479123	114.584696361123	106.173933024877	92.4639953377544	98.750306510807	86.3560536147895	165.060499500982	104.385745514842	76.7487912408421	173.682260325386	114.368765520895	86.3662972542456	143.020955343228	71.4527824487018	112.342229940211
map00524	12.9293009792807	15.2352352017368	13.7535853554386	12.2319485534561	17.7104018345614	16.0600855442281	11.0887657286667	15.7437252729123	7.87429040859649	16.1755200426667	16.7313640598246	10.8692999591404	18.6533127719298	16.1552092077895	8.70483975066667	16.358351997614	11.4833987035263	13.4962683196316
map00525	149.982663192308	153.4615505	120.399196864731	135.685678730769	155.309286653846	140.896376230769	130.465892807692	131.130649923077	124.348018807692	225.825988	139.811038192308	115.121684	230.325163153846	158.880938038462	127.800931730769	194.401261846154	96.6840307692308	155.946483846154
map00531	48.974587438	22.463586024	35.8672867163333	22.4928070015333	22.83855327	41.0056628888	44.3887546686	42.6417221478667	23.7423681474	18.7506305609333	38.7399228930667	35.0364633119333	15.5368953142	41.8618929464667	28.338485172	21.618818041	43.5638371169333	36.233454096
map00532	0	0	0	0	0	0	0	0.014338221	0	0	0	0	0	0.00666714194444444	0	0	0	0
map00540	120.817103608875	128.227868691025	137.115194434175	87.30960948515	163.611754419025	157.052671050075	76.527593034975	179.121492312375	57.520337752225	213.296646343875	141.564159207675	80.23864688925	244.976413475375	139.004090013625	56.788835021575	176.885869092425	154.7098149826	128.8369902012
map00550	174.514306361851	188.449046973383	213.275983744723	165.916871328468	228.063467739596	240.345251793468	178.736624374979	211.395633972	166.545621640234	258.665959907638	231.517200763638	169.283918940532	289.86804596666	224.468012244213	167.674215858851	255.094090853596	189.063826207915	197.675071896298
map00561	31.7030525330588	30.9515869388	41.3998804740941	31.4666988956353	32.6574399417647	35.8552609498	42.1650843788118	37.1809138189412	43.4485785111765	31.0156514276353	40.0125603517412	43.3461145773765	25.9874841547529	37.2599439380941	45.5935579692	33.5906143023647	42.0959286097882	34.5462253574235
map00562	40.1861380378082	40.1647329402603	31.6902032862877	40.914796561726	35.2838555606027	35.1860073458493	46.805415926863	29.8441307139452	38.9145384552603	35.533909695863	35.9942258782603	40.734342565452	33.875752581274	35.5205693136301	38.4666573345479	33.5821485141918	27.3500895182329	33.7094474717671
map00563	0.0148558395384615	0.0132711163076923	0.0223999151538462	0	0.0854247555	0	0	0	0.00571394396153846	0	0	0	0	0	0	0.00394684638461538	0.00463014619230769	0
map00564	35.3135110868108	37.446145834973	50.3429594931081	34.0889201407477	45.6421744228919	48.5294489387117	42.5162339658739	55.6041031908468	39.8400006120991	48.6824588576577	46.4108557218108	39.2178648456937	49.9541534284144	45.9133857158378	39.1759932700901	48.1745360365766	61.3241775319099	41.8670580662072
map00565	4.4039660327	4.86211658053333	4.79872945833333	4.22490006	3.14646924123333	3.56449042806667	2.72301205083333	6.6524373361	2.50111494566667	1.4527967827	2.96271451666667	4.49604232033333	1.33603652176667	3.101855034	1.950119656	1.26020368146667	8.9548965847	1.9167584485
map00571	0	0.210123777384615	0.135582861538462	0.140792547692308	0	0.101857960846154	0.0723077733846154	0.157033353692308	0	0.0643436259230769	0.0364899857692308	0.181552472307692	0	0.0915039217692308	0.076345722	0.0145368995384615	0.156577286230769	0.0279240342307692
map00590	5.19125657555556	4.43291898266667	7.46774353511111	2.52220088355556	14.0065852179778	10.3137427288889	3.68385299711111	12.7267927444444	1.54156605555556	15.8715429042222	11.1882446613333	3.17284597777778	20.9177964571111	11.0578994984444	2.22643036	15.0095616648889	8.74202559555556	4.86644406577778
map00591	4.2593107	4.11320062	4.0852614832	3.514336924	2.12227092968	2.477954176	2.5187879548	5.216152204	1.2615654784	1.1883961756	1.80370914928	2.9119165188	1.1454545068	2.2468703292	0.8589167706	0.75447754996	6.569701484	1.6630196754
map00592	4.8415901145	4.56383290329167	7.23444487166667	4.13339990708333	3.43383266241667	2.78811149370833	2.846947061875	11.4680073875	1.59327342191667	1.36324916670833	2.4274946825	4.1017551545	1.35999719779167	2.39004457304167	1.23506863166667	0.876902271083333	16.8778663708333	1.90156041475
map00600	75.9787535036585	49.9299571869512	57.8858073972195	54.8150611761219	66.7851909452927	67.3232083056342	70.2348494059268	66.9415657035122	50.6918551143171	72.3997322938049	74.4957649417073	54.4128067217561	78.8698688534146	73.5394092926098	52.7275424364146	69.8228336895122	55.5248833042927	60.883106464878
map00601	0	0	0	0	0	0	0	0	0.0166508006666667	0	0	0	0	0	0	0	0	0
map00603	81.986027372	49.697224182	76.9998413133333	59.18419751	74.2176685073333	83.2518086466667	87.7054430833333	76.6983841533333	68.2205413666667	77.6438713853333	88.1793999066667	66.90206752	81.8118708753333	87.066242642	68.7350880866667	76.9470922946667	65.6146073933333	65.44814277
map00604	32.3130515214286	10.4665711285714	21.22850445	10.73646345	14.5601254	24.4639054357143	27.39935835	22.6827131785714	8.69695788571429	8.36159124285714	20.6751118	16.8704812428571	7.70212028571429	24.9510793071429	10.7561579428571	6.248358955	19.2910977785714	21.8715938857143
map00620	237.018273384	238.124528639804	226.212913912304	247.632105689225	226.355334765363	222.715316769304	237.605551280098	221.686870762559	236.811479285814	217.222604282696	228.715889634529	235.236983372431	212.205867767667	226.720710022775	237.49304260498	221.380980483363	215.267497249167	242.831940965343
map00621	45.0851734769677	37.3007449610968	31.7452707283871	62.8150887949032	27.1917539258065	27.2728678051613	27.9438553284194	29.215320003871	30.8210495684194	18.4338692159032	17.4748305252903	28.0276685263226	8.18196664322581	25.4373119329032	21.6948562893548	12.8363872601935	27.6327970387097	24.7706516563226
map00622	41.2248813467941	34.0217066318235	29.5811033629412	57.3463859987941	25.3125541967647	25.3164365829118	25.5451295393235	26.644205658	28.1897508559118	16.8646716328235	16.1036126098824	25.8043571707353	7.55205265117647	23.374998076	20.0123987298529	11.9265449757941	25.2318224900294	23.3606543378235
map00623	0.4652344575	0.166769873543478	2.4399921523913	0.419867426217391	1.34930876695652	0.544745770304348	0.0967571002391304	4.0313672946087	0.13303966426087	0.112861010065217	0.388102824913043	0.994503217086957	0.183493413847826	0.206528358304348	0.362369761152174	0.25105365276087	6.35580710128261	0.699047477630435
map00624	0	0.0498331000243902	0	0.0161322146097561	0.018796893097561	0.00267190148780488	0.0173381130243902	0.00813187380487805	0	0	0.03157463	0.00631852453658537	0.0526095717317073	0.0134110897073171	0	0	0	0
map00625	11.6988658664419	13.2635980199767	21.3897839795116	20.7818041390233	11.4389752386512	13.0540892301395	18.106947654186	15.2433000143488	12.9452849604651	8.81190444862791	11.3351166534419	14.2354887940698	4.24484519376744	11.3850568335349	17.7884373016279	7.31696187090698	17.0708490703488	13.3390306596279
map00626	15.1593445613448	17.0557711223103	24.8706626768966	24.1388964596552	15.3559800327586	15.5054716845862	15.9619961384483	17.6618876806897	15.4502547843103	10.4518427407241	13.5257929201379	16.5879398133103	4.99450186803448	14.543998514069	21.8542002329655	8.25810914206896	20.7757813406897	16.5692012236552
map00627	2.389023519	2.69894663687671	6.2147041679863	3.28025306030137	4.10444771626027	2.31250405053425	2.43402569661644	7.915685239	3.57332077324658	1.03781293845205	2.40732028128767	4.67517134157534	0.740248217616438	2.50306626971233	2.54107687672603	1.17216104671233	12.1207465089178	2.59127864947945
map00630	159.37874074295	156.48957179652	138.73430842251	144.95431701426	154.77294421624	137.4884404043	134.00027648259	157.73576019804	131.04678775882	121.070510867	158.61522994055	150.1194648746	133.71599341448	156.36230148702	133.85534952474	136.2768001731	149.66996396695	151.2111605205
map00633	46.0164650364211	46.513556186	48.2659204355789	64.9762378049474	25.9432158995263	35.5147752443158	79.7628140858421	55.6916748888947	102.278392240737	36.5732785516842	41.0654388061053	64.3309834112632	15.8737887954211	29.5158413512632	73.1497152640526	40.2428979150526	77.8188469581579	52.044818746421
map00640	110.441942712311	106.539424853165	103.405959848272	113.349835390243	102.354656538524	94.0464147076699	108.600413386709	107.974281988214	117.613794613155	86.955924706932	105.713303575786	105.661453883097	82.4729835023301	101.892954178689	109.297135539767	92.9688558921651	110.645504602631	102.690675860087
map00642	0.5647676443125	0.4188733861875	4.46844624	0.708948416875	1.77462205	0.3103638405625	0.3348144134375	9.0517732625	0.45788517625	0.1880047256875	0.8374905075	1.8571804775	0.2502231298125	0.0743319701875	0.4923176371875	0.183325205375	15.0516409875	0.304644005875
map00643	3.4424357298	1.95549691644	3.39567338192	2.36285522872	4.26519009	4.67798779768	7.35275293776	1.91233956764	4.23393572876	2.8924983258	4.44999539592	9.3859560648	0.67254761752	2.10813895428	5.24743498896	1.9660128742	3.051158303	2.5837036848
map00650	146.522229226587	150.939168314576	135.786859170283	142.755450850272	135.959729797446	130.59507976763	141.795650954217	136.759113653044	159.055646110772	131.020485010793	142.565169302098	153.174433760772	130.461017088174	139.25400245575	152.663431065478	138.889357215815	135.283088298728	150.322310396261
map00660	167.708972593241	156.866637187172	165.984450844793	146.864514519483	178.129665591379	177.592478067621	182.883401435172	168.400103547345	215.402376349655	194.301950022207	184.570143746448	186.972652612241	195.849246450034	181.918578836862	212.55269928069	207.345722855276	168.299421679621	177.095453346897
map00670	312.226283149941	327.949341286412	306.546745154823	308.189754646912	335.037312685618	332.435482640294	301.998285934471	310.240159152912	271.420138440912	308.622270998882	335.525452671118	306.824786758294	325.018311699206	339.322213048235	294.312217883324	318.834923391824	271.841452084147	340.012455606706
map00680	108.065800183233	109.086518507683	99.5053999177444	113.116760120256	103.032490462683	101.761450467294	107.4192449324	96.0085342108778	107.670417054661	95.9686510499111	103.077209686917	107.539277051856	94.9442903921944	101.828292555461	104.825436498261	99.4924060387945	91.2468940755167	105.658333117467
map00710	486.443867266472	508.219654685305	433.074197096361	513.82347911875	461.919449974528	446.998875728694	467.141192956111	415.743059073583	469.542578425917	449.184865104472	464.574295540972	488.196442529194	442.069638253389	465.582326868361	467.475441149472	448.37211067775	381.590077524278	481.459835007972
map00720	257.14333350334	255.428927549398	229.894817350262	260.623362975379	249.025482930612	240.860913186369	235.368788390631	230.57616605734	221.192009558583	239.67636268168	247.070541955951	243.995308514408	249.048808681194	245.018307803282	223.602883746835	240.30891706501	203.649778934029	252.955520416582
